학교명,도로명주소,학교종류,전화번호,홈페이지,설립구분
선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,고등학교,02-355-5648,https://bigdata.sen.hs.kr/,사립
선일여자고등학교,서울특별시 은평구 갈현로29길 27,고등학교,02-355-5649,http://sunil.sen.hs.kr,사립
선일여자중학교,서울특별시 은평구 갈현로29길 27,중학교,02-355-0161,http://www.sunil.ms.kr,사립
선일초등학교,서울특별시 은평구 갈현로29길 27,초등학교,02-355-0160,http://www.sunil.es.kr,사립
선정고등학교,서울특별시 은평구 서오릉로20길 19,고등학교,02-3156-1500,http://www.sunjung.hs.kr,사립
선정국제관광고등학교,서울특별시 은평구 서오릉로20길 19,고등학교,02-3156-1600,http://sjt.sen.hs.kr,사립
선정중학교,서울특별시 은평구 서오릉로20길 19,중학교,02-3156-1400,https://sunjung.sen.ms.kr,사립
선화예술고등학교,서울특별시 광진구 천호대로 664,고등학교,02-2204-1303,http://www.sunhwa.org,사립
선화예술중학교,서울특별시 광진구 천호대로 664,각종학교(중),02-2204-1100,https://sunhwaarts.sen.ms.kr,사립
성남고등학교,서울특별시 동작구 대방동길 74,고등학교,02-815-3645,http://www.sungnam.sen.hs.kr,사립
성남중학교,서울특별시 동작구 대방동길 74,중학교,02-815-1332,http://www.sungnam.ms.kr,사립
성내중학교,서울특별시 강동구 성안로7길 36,중학교,02-480-1600,http://seongnae.sen.ms.kr,공립
성덕고등학교,서울특별시 강동구 구천면로 396,고등학교,02-475-4620,http://ssd.hs.kr,사립
성덕여자중학교,서울특별시 강동구 구천면로 396,중학교,02-475-4626 ~ 8,http://www.sd.ms.kr,사립
성동고등학교,서울특별시 중구 퇴계로90길 17,고등학교,02-2237-2412,http://www.sungdong.hs.kr,공립
성동공업고등학교,서울특별시 중구 다산로 290,고등학교,070-8685-7600,http://www.sdth.hs.kr,공립
성동글로벌경영고등학교,서울특별시 중구 퇴계로 375,고등학교,02-2252-1932,http://sdglobal.sen.hs.kr,공립
성동초등학교,서울특별시 광진구 자양로4길 63,초등학교,02-447-2642,http://www.sungdong.es.kr,사립
성베드로학교,서울특별시 구로구 연동로 320,특수학교,02-2612-6413,http://stpeters.sen.sc.kr ,사립
성보고등학교,서울특별시 관악구 남부순환로156길 39,고등학교,02-862-8409,http://www.sungbo.hs.kr,사립
성보중학교,서울특별시 관악구 남부순환로156길 39,중학교,02-818-9700,http://sungbo.sen.ms.kr,사립
성사중학교,서울특별시 마포구 모래내로9길 16,중학교,02-373-8002,http://www.sungsa.ms.kr,공립
성산중학교,서울특별시 마포구 성지1길 32-13,중학교,02-332-0306,http://sungsan.ms.kr/,공립
성서중학교,서울특별시 마포구 성산로4길 42,중학교,02-3140-7100,http://www.sungseo.ms.kr,공립
성수고등학교,서울특별시 성동구 서울숲길 18,고등학교,02-461-2276,http://seongsu.sen.hs.kr,공립
성수중학교,서울특별시 성동구 서울숲길 18,중학교,02-463-4786,http://seongsu.sen.ms.kr,공립
성신여자고등학교,서울특별시 성북구 동소문로26가길 80,고등학교,02-6930-9100,http://www.sungshin.hs.kr,사립
성신여자중학교,서울특별시 성북구 북악산로 918,중학교,02-929-1898,http://www.sung-shin.ms.kr,사립
성신초등학교,서울특별시 성북구 북악산로 918,초등학교,02-921-1812,http://sungshin.sen.es.kr,사립
성심여자고등학교,서울특별시 용산구 원효로19길 49,고등학교,02-702-5501,http://sacredheart.sen.hs.kr,사립
성심여자중학교,서울특별시 용산구 원효로19길 49,중학교,02-3279-0514,http://sacredheart.sen.ms.kr,사립
성암국제무역고등학교,서울특별시 강북구 도봉로29길 52,고등학교,02-2179-1717,http://seongam.sen.hs.kr,사립
성암여자중학교,서울특별시 강북구 도봉로29길 52,중학교,02-2179-1777,http://www.seongam.ms.kr,사립
성원중학교,서울특별시 성동구 성덕정9가길 13,중학교,02-3408-2558,http://www.sungwon.ms.kr,공립
성일중학교,서울특별시 동대문구 왕산로23길 55,중학교,02-926-0211,http://sungil.ms.kr,공립
성재중학교,서울특별시 강서구 허준로 36,중학교,02-2658-9853,http://sungjae.sen.ms.kr,공립
세곡중학교,서울특별시 강남구 자곡로 81,중학교,02-2040-2900,http://www.segok.ms.kr,공립
세그루패션디자인고등학교,서울특별시 도봉구 시루봉로 53,고등학교,02-993-0211,http://sfd.sen.hs.kr,사립
세륜중학교,서울특별시 송파구 양재대로72길 41,중학교,02-411-1000,http://seryun.sen.ms.kr,공립
세명컴퓨터고등학교,서울특별시 은평구 통일로92가길 33,고등학교,02-354-1323,http://www.smc.hs.kr,사립
세일중학교,서울특별시 금천구 시흥대로147길 34,중학교,02-856-0868,http://www.seil.ms.kr,공립
세종과학고등학교,서울특별시 구로구 오리로21길 79,고등학교,02-2060-4133,http://www.sjsh.hs.kr,공립
세종초등학교,서울특별시 광진구 군자로 114,초등학교,02-466-0045,http://sje.sejong.ac.kr,사립
세현고등학교,서울특별시 강서구 허준로 227,고등학교,02-3663-1495,http://sehyun.hs.kr,공립
세화고등학교,서울특별시 서초구 신반포로 56-7,고등학교,02-594-8721,http://www.sehwa.hs.kr,사립
세화여자고등학교,서울특별시 서초구 신반포로 56-7,고등학교,02-537-2131,http://www.sehwa-gs.hs.kr,사립
세화여자중학교,서울특별시 서초구 신반포로 56-7,중학교,02-594-4887,http://www.sewha.ms.kr,사립
솔샘고등학교,서울특별시 강북구 인수봉로 39,고등학교,02-982-6104,http://solsaem.sen.hs.kr,공립
솔샘중학교,서울특별시 강북구 인수봉로 39,중학교,02-981-6872,https://solsaem.sen.ms.kr,공립
송곡고등학교,서울특별시 중랑구 양원역로 50,고등학교,02-435-0660,http://sg.hs.kr,사립
송곡관광고등학교,서울특별시 중랑구 양원역로 67,고등학교,02-432-1837,http://www.sgi.hs.kr,사립
송곡여자고등학교,서울특별시 중랑구 양원역로 67,고등학교,02-434-4598,http://www.songgok.hs.kr,사립
송곡중학교,서울특별시 중랑구 양원역로 67,중학교,02-6493-1900,songgok.sen.ms.kr,사립
송례중학교,서울특별시 송파구 위례순환로 429 ,중학교,02-2144-2800,http://www.songrye.ms.kr,공립
송정중학교,서울특별시 강서구 남부순환로 121,중학교,02-2661-0478,http://songjeong.sen.ms.kr,공립
송파중학교,서울특별시 송파구 동남로 203,중학교,02-402-0118,http://www.songpa.ms.kr,공립
수도사랑의학교,서울특별시 종로구 사직로7길 17,특수학교,02-739-9868,http://sudolove.sen.sc.kr,사립
수도여자고등학교,서울특별시 동작구 여의대방로10길 73,고등학교,02-2102-3506,http://www.sudo-gh.hs.kr,공립
수도여자고등학교부설방송통신고등학교,서울특별시 동작구 여의대방로10길 73,방송통신고등학교,02-2102-3580,http://www.cyber.hs.kr,공립
수도전기공업고등학교,서울특별시 강남구 개포로 410,고등학교,02-524-9800,http://sudo.sen.hs.kr,사립
수락고등학교,서울특별시 노원구 동일로245길 143,고등학교,070-8677-2100,http://surak.sen.hs.kr,공립
수락중학교,서울특별시 노원구 동일로 1729,중학교,02-2092-1900,http://www.surak.ms.kr,공립
수명고등학교,서울특별시 강서구 수명로2길 15,고등학교,02-2660-5500,http://www.sumyeong.hs.kr,공립
수명중학교,서울특별시 강서구 수명로2길 16,중학교,02-6738-1200,http://sumyeong.ms.kr,공립
수서중학교,서울특별시 강남구 광평로59길 57,중학교,02-451-7092,http://suseo.sen.ms.kr,공립
수송중학교,서울특별시 강북구 한천로122길 21,중학교,02-900-5791,http://soosong.sen.ms.kr,공립
수유중학교,서울특별시 강북구 인수봉로37길 40,중학교,02-945-6102,http://www.suyu.ms.kr,공립
숙명여자고등학교,서울특별시 강남구 남부순환로 2807,고등학교,02-3462-5011,http://www.sookmyung.hs.kr,사립
숙명여자중학교,서울특별시 강남구 남부순환로 2807,중학교,02-3462-5011/5012,http://sookmyung.sen.ms.kr,사립
숭곡중학교,서울특별시 성북구 종암로 208,중학교,02-912-7572,http://www.soonggok.ms.kr,공립
숭문고등학교,서울특별시 마포구 숭문길 99,고등학교,02-716-2980,http://soongmoon.sen.hs.kr,사립
숭문중학교,서울특별시 마포구 숭문길 99,중학교,02-715-4463,http://soongmoon.sen.ms.kr/,사립
숭실고등학교,서울특별시 은평구 은평터널로7길 6,고등학교,02-373-5910,http://www.soongsil.net,사립
숭실중학교,서울특별시 은평구 은평터널로7길 6,중학교,02-373-7641,https://soongsil.sen.ms.kr/,사립
숭의여자고등학교,서울특별시 동작구 여의대방로36길 79,고등학교,02-810-7800,http://soongeui.sen.hs.kr,사립
숭의여자중학교,서울특별시 동작구 여의대방로36길 79,중학교,02-810-7700,http://seg.ms.kr,사립
숭의초등학교,서울특별시 중구 소파로2길 10,초등학교,02-3708-9401,http://soongeui.sen.es.kr,사립
숭인중학교,서울특별시 동대문구 천호대로47길 34,중학교,02-2215-0176,http://www.soongin.ms.kr,공립
시흥중학교,서울특별시 금천구 시흥대로38길 60,중학교,02-895-2302,shiheung.sen.ms.kr,공립
신관중학교,서울특별시 관악구 신림로48길 17-16,중학교,02-885-6893,http://www.shingwan.ms.kr,공립
신광여자고등학교,서울특별시 용산구 청파로 263,고등학교,02-710-6940,http://www.shinkwang.hs.kr,사립
신광여자중학교,서울특별시 용산구 청파로 263,중학교,02-710-6990,http://www.shinkwang.ms.kr,사립
신광초등학교,서울특별시 용산구 청파로 263,초등학교,02-710-7900,http://www.shinkwang.es.kr,사립
신구중학교,서울특별시 강남구 압구정로36길 17,중학교,02-548-5038,http://www.shingu.ms.kr,공립
신길중학교,서울특별시 영등포구 신길로28길 43,중학교,02-6956-4770,http://singil.sen.ms.kr,공립
신남중학교,서울특별시 양천구 중앙로29길 109,중학교,02-2602-7353,http://shinnam.sen.ms.kr,공립
신도고등학교,서울특별시 은평구 통일로 961,고등학교,02-3157-0021,http://www.sindo.hs.kr,공립
신도림고등학교,서울특별시 구로구 경인로67길 159,고등학교,02-2068-7979,https://shindorim.sen.hs.kr/,공립
신도림중학교,서울특별시 구로구 경인로63길 74,중학교,02-2676-1993,www.sindorim.ms.kr,공립
신도봉중학교,서울특별시 도봉구 도봉로115길 16,중학교,02-992-3462,http://www.sindobong.ms.kr,공립
신도중학교,서울특별시 은평구 진관1로 77-30,중학교,02-389-4330,http://www.shindo.ms.kr,공립
신동중학교,서울특별시 서초구 나루터로 27,중학교,02-594-6456,http://shindong.ms.kr,공립
신림고등학교,서울특별시 관악구 문성로 119,고등학교,02-6219-8300,www.sillim.hs.kr,공립
신림중학교,서울특별시 관악구 신림로 40,중학교,02-882-1929,http://www.shillim.ms.kr,공립
신명중학교,서울특별시 강동구 명일로24길 25,중학교,02-6969-6400,http://sinmyung.sen.ms.kr,공립
신목고등학교,서울특별시 양천구 안양천로 739,고등학교,070-8720-5010,http://shinmok.hs.kr,공립
신목중학교,서울특별시 양천구 목동중앙로 88,중학교,02-2648-2142,http://shinmok.sen.ms.kr,공립
신반포중학교,서울특별시 서초구 신반포로19길 26,중학교,02-537-6731,shinbanpo.sen.ms.kr,공립
신방학중학교,서울특별시 도봉구 시루봉로 156,중학교,02-956-8234,http://www.sbh.ms.kr,공립
신사중학교,서울특별시 강남구 압구정로 123,중학교,02-541-1062,http://sinsa.ms.kr,공립
신상중학교,서울특별시 노원구 동일로216길 42,중학교,02-932-0595,http://www.sinsang.ms.kr,공립
신서고등학교,서울특별시 양천구 은행정로 42,고등학교,02-2690-0400,http://sinseo.sen.hs.kr,공립
신서중학교,서울특별시 양천구 중앙로 206,중학교,02-2654-8011,http://sinseo.sen.ms.kr,공립
신수중학교,서울특별시 마포구 신수로 49,중학교,02-717-6004,www.sinsu.ms.kr,공립
신암중학교,서울특별시 강동구 고덕로 65,중학교,02-441-6751,http://www.sinam.ms.kr,공립
신양중학교,서울특별시 광진구 자양강변길 73,중학교,02-461-1070,http://shinyang.ms.kr,공립
신연중학교,서울특별시 서대문구 모래내로 408,중학교,02-379-4317,http://www.sinyeon.ms.kr,공립
신원중학교,서울특별시 양천구 가로공원로55길 19,중학교,02-2699-0183,http://shinwon.sen.ms.kr,공립
신월중학교,서울특별시 양천구 남부순환로29길 25,중학교,02-2601-4254,http://sinwol.sen.ms.kr,공립
신일고등학교,서울특별시 강북구 솔매로49길 20,고등학교,02-944-9900,http://www.shin-il.hs.kr,사립
신일중학교,서울특별시 강북구 솔매로49길 20,중학교,02-944-9850,http://shin-il.ms.kr,사립
신정여자중학교,서울특별시 강서구 등촌로13아길 20,중학교,02-2644-3549,https://shinjeong.sen.ms.kr,사립
신진과학기술고등학교,서울특별시 은평구 은평로6길 16,고등학교,02-385-3451,http://shinjin.sen.hs.kr,사립
신창중학교,서울 노원구 월계로45길 92,중학교,02-904-4206,http://www.sc.ms.kr,공립
신천중학교,서울특별시 송파구 백제고분로 11,중학교,02-422-3946,scm.sen.ms.kr,공립
신현고등학교,서울특별시 중랑구 봉화산로 174,고등학교,02-3422-2713,http://shinhyeon.sen.hs.kr,공립
신현중학교,서울특별시 중랑구 봉화산로 162,중학교,02-3421-0631,http://sinhyeon.ms.kr,공립
신화중학교,서울특별시 양천구 남부순환로29길 35,중학교,02-3219-2900,http://shinhwa.sen.ms.kr,공립
아시아퍼시픽국제외국인학교,서울특별시 노원구 월계로45가길 57,외국인학교,02-907-2747,http://www.apis.seoul.kr/,사립
아주중학교,서울특별시 송파구 올림픽로4길 69,중학교,02-415-1697,http://aju.ms.kr,공립
아현산업정보학교,서울특별시 마포구 마포대로 249,각종학교(고),02-390-5800,http://ahyeon.sen.sc.kr,공립
아현중학교,서울특별시 마포구 마포대로 247,중학교,02-363-1813,http://ahyeon.ms.kr,공립
아현중학교부설방송통신중학교,서울특별시 마포구 마포대로 247,방송통신중학교,02-363-1830,http://ahyeon.ms.kr,공립
안천중학교,서울특별시 금천구 한내로 69-44,중학교,02-894-1204,http://www.ancheon.ms.kr,공립
압구정고등학교,서울특별시 강남구 압구정로39길 20,고등학교,02-549-0213,http://apgujeong.sen.hs.kr,공립
압구정중학교,서울특별시 강남구 압구정로 225,중학교,02-543-1393,http://www.apgujeong.ms.kr,공립
양강중학교,서울특별시 양천구 중앙로 319,중학교,02-2691-0869,http://www.yangkang.ms.kr,공립
양동중학교,서울특별시 양천구 목동중앙북로 49,중학교,02-2648-3638,http://yangdong.sen.ms.kr,공립
양서중학교,서울특별시 양천구 남부순환로 380,중학교,02-6273-8106,http://www.yangseo.ms.kr,공립
양재고등학교,서울특별시 서초구 남부순환로346길 9,고등학교,02-571-4457,http://yangjae.sen.hs.kr,공립
양정고등학교,서울특별시 양천구 안양천로 1039,고등학교,02-2649-7071,http://www.yangchung.hs.kr,사립
양정중학교,서울특별시 양천구 안양천로 1039,중학교,02-2649-7077,http://ycsc.sen.ms.kr,사립
양진중학교,서울특별시 광진구 워커힐로 32,중학교,02-2049-1200,http://www.yangjin.ms.kr,공립
양천고등학교,서울특별시 양천구 신정로14길 13,고등학교,02-2605-5996,http://www.yangcheoncschool.net,사립
양천중학교,서울특별시 양천구 지양로7길 32,중학교,02-2694-2715,http://yangcheon.sen.ms.kr,공립
양화중학교,서울특별시 영등포구 당산로 56,중학교,02-2633-9284,http://yangwha.sen.ms.kr,공립
언남고등학교,서울 서초구 동산로13길 35,고등학교,02-575-2680,http://eonnam.sen.hs.kr,공립
언남중학교,서울특별시 서초구 동산로 55,중학교,02-577-3038,www.eonnam.ms.kr,공립
언북중학교,서울특별시 강남구 도산대로38길 27,중학교,02-544-1311,http://eonbuk.sen.ms.kr,공립
언주중학교,서울특별시 강남구 선릉로116길 57,중학교,02-514-7174,http://www.eonju.ms.kr,공립
여명학교,서울특별시 중구 소파로 99,각종학교(고),02-888-1673,http://ymschool.org,사립
여명학교(중),서울특별시 강서구 허준로 221-22,각종학교(중),02-888-1673,http://www.ymschool.org,사립
여의도고등학교,서울특별시 영등포구 국제금융로7길 37,고등학교,070-8661-3005,http://yeouido.hs.kr,공립
여의도여자고등학교,서울특별시 영등포구 국제금융로7가길 13,고등학교,02-3780-4400,http://www.yeouido-gh.hs.kr,공립
여의도중학교,서울특별시 영등포구 국제금융로7길 46,중학교,02-2199-9500,http://yeouido.sen.ms.kr,공립
역삼중학교,서울특별시 강남구 도곡로43길 10,중학교,02-558-1501,http://yeoksam.sen.ms.kr,공립
연북중학교,서울특별시 서대문구 연희로36길 32,중학교,02-332-7378,http://www.yeonbuk.ms.kr,공립
연서중학교,서울특별시 은평구 증산서길 125-6,중학교,02-6715-8000,http://www.yeonseo.ms.kr,공립
연세대학교재활학교,서울특별시 서대문구 연세로 50,특수학교,02-2123-8141,http://www.yonsei.sc.kr,사립
연신중학교,서울특별시 은평구 연서로33길 16-32,중학교,02-383-7831,http://www.yonsin.ms.kr,공립
연천중학교,서울특별시 은평구 연서로41길 30,중학교,02-354-0514,http://yonchon.sen.ms.kr,공립
연희중학교,서울특별시 서대문구 증가로 170,중학교,02-372-2992,https://yonhi.sen.ms.kr,공립
염경중학교,서울특별시 강서구 양천로69길 35,중학교,02-3661-6252,http://yeomgyeong.sen.ms.kr,공립
염광고등학교,서울특별시 노원구 월계로45가길 9,고등학교,02-905-4221,http://yumkwang.hs.kr,사립
염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,고등학교,02-994-3105,http://ykm.sen.hs.kr,사립
염광중학교,서울특별시 노원구 월계로45가길 9,중학교,02-906-1102,http://www.yumkwang.ms.kr,사립
염창중학교,서울특별시 강서구 양천로67가길 83,중학교,02-3664-2885,http://yumchang.sen.ms.kr,공립
영남중학교,서울특별시 영등포구 대림로31나길 17,중학교,02-848-9333,http://yeongnam.sen.ms.kr,공립
영도중학교,서울특별시 양천구 목동중앙남로 27,중학교,02-2643-0242,http://yeongdo21.sen.ms.kr,사립
영동고등학교,서울특별시 강남구 선릉로 742,고등학교,02-542-5071,yd.sen.hs.kr,사립
영동일고등학교,서울특별시 송파구 석촌호수로 93,고등학교,02-430-6822,http://www.ydi.hs.kr,사립
영동중학교,서울특별시 서초구 성촌길 14,중학교,02-3474-7386,http://youngdong.sen.ms.kr,공립
영등포고등학교,서울특별시 동작구 등용로8길 5,고등학교,02-816-8323,http://www.ydp.hs.kr,공립
영등포고등학교부설방송통신고등학교,서울특별시 동작구 등용로8길 5,방송통신고등학교,070-4675-3200,http://www.cyber.hs.kr/achs/ydp/,공립
영등포공업고등학교,서울특별시 강서구 허준로5길 15,고등학교,02-2659-2981,https://younggong.sen.hs.kr ,사립
영등포여자고등학교,서울특별시 영등포구 영등포로62길 13,고등학교,02-843-0479,http://ydpg.hs.kr,공립
영등포중학교,서울특별시 동작구 등용로8길 5,중학교,02-815-6572,http://yeongdeungpo.sen.ms.kr,공립
영락고등학교,서울특별시 관악구 청룡16길 25,고등학교,02-884-1003,https://yrgo.sen.hs.kr/,사립
영락의료과학고등학교,서울특별시 관악구 청룡16길 25,고등학교,02-884-1004,http://youngnak-c.sen.hs.kr,사립
영락중학교,서울특별시 은평구 백련산로 134-6,중학교,02-388-4033,http://yn.sen.ms.kr,사립
영란여자중학교,서울특별시 중랑구 망우로73길 56,중학교,02-2209-0143,http://www.youngran.ms.kr,사립
영림중학교,서울특별시 구로구 가마산로27길 17,중학교,02-859-0320,http://younglim.ms.kr/,공립
영서중학교,서울특별시 구로구 도림로20길 35,중학교,02-856-9567,http://www.yeongseo.ms.kr,공립
영신간호비즈니스고등학교,서울특별시 노원구 중계로16나길 13,고등학교,02-951-5772,http://youngshin.sen.hs.kr,사립
영신고등학교,서울 영등포구 대방천로14길 18,고등학교,02-834-6051,http://www.ysh.or.kr,공립
영신여자고등학교,서울특별시 노원구 중계로16나길 13,고등학교,02-930-8455,http://ys.sen.hs.kr,사립
영원중학교,서울특별시 영등포구 영등포로62길 31,중학교,02-843-2028,http://www.youngwon.ms.kr,공립
영일고등학교,서울특별시 강서구 등촌로51가길 26,고등학교,02-2653-8134,http://youngil.hs.kr,사립
영파여자고등학교,서울특별시 송파구 올림픽로 565,고등학교,02-483-8881,http://youngpa.hs.kr,사립
영파여자중학교,서울특별시 송파구 올림픽로 565,중학교,02-488-4074,http://youngpa.sen.ms.kr,사립
영훈고등학교,서울특별시 강북구 도봉로13가길 19,고등학교,02-986-2500,http://www.younghoon.hs.kr,사립
영훈국제중학교,서울특별시 강북구 도봉로13가길 19,중학교,82-2-970-4777,http://www.younghoon.ms.kr,사립
영훈초등학교,서울특별시 강북구 도봉로13가길 19,초등학교,02-944-3600,http://www.younghoon.es.kr,사립
예림디자인고등학교,서울특별시 구로구 오리로21길 2,고등학교,02-2617-2333,http://yerim.sen.hs.kr,사립
예원학교,서울특별시 중구 정동길 25,각종학교(중),02-727-9000,yewon.sen.ms.kr,사립
예일디자인고등학교,서울특별시 은평구 연서로 117,고등학교,02-380-0855,http://yaledesign.sen.hs.kr,사립
예일여자고등학교,서울특별시 은평구 연서로 117,고등학교,02-380-0812,www.yale.hs.kr,사립
예일여자중학교,서울특별시 은평구 연서로 117,중학교,02-380-0905,https://yale.sen.ms.kr/,사립
예일초등학교,서울특별시 은평구 연서로 117,초등학교,02-3800-777,https://yale.sen.es.kr/,사립
오금고등학교,서울특별시 송파구 중대로 247,고등학교,02-406-0592,http://ogeum.sen.hs.kr,공립
오금중학교,서울특별시 송파구 오금로35길 20,중학교,02-402-4778,http://www.ogeum.ms.kr,공립
오남중학교,서울특별시 구로구 오리로9길 25,중학교,02-2687-4235,http://www.ohnam.ms.kr,공립
오디세이학교,서울특별시 종로구 종로58길 30,각종학교(고),02-2256-4120,http://odyssey.hs.kr,공립
오류고등학교,서울특별시 구로구 오리로21길 2,고등학교,02-2684-2300,http://oryu.hs.kr,사립
오류중학교,서울특별시 구로구 고척로27바길 19,중학교,02-2612-2602,http://www.oryu.ms.kr,공립
오륜중학교,서울특별시 송파구 양재대로 1242,중학교,02-3434-4100,http://oryun.sen.ms.kr,공립
오산고등학교,서울특별시 용산구 보광로7길 17,고등학교,02-7999-500,http://www.osan.hs.kr,사립
오산중학교,서울특별시 용산구 보광로7길 17,중학교,02-7999-400,http://www.os.ms.kr,사립
오주중학교,서울특별시 송파구 동남로 281,중학교,02-3434-7500,http://www.oju.ms.kr,공립
옥정중학교,서울특별시 성동구 한림말길 11,중학교,02-6021-2100,http://okjung.sen.ms.kr,공립
온곡중학교,서울특별시 노원구 노원로 492,중학교,02-934-8908,http://ongok.sen.ms.kr,공립
용강중학교,서울특별시 용산구 이촌로65가길 91,중학교,02-795-6176,http://www.yonggang.ms.kr,공립
용곡중학교,서울특별시 광진구 용마산로22길 76,중학교,02-452-2622,http://yonggok.sen.ms.kr/index.do,공립
용마중학교,서울특별시 중랑구 면목로28길 18,중학교,02-439-6220,http://yongma.ms.kr,공립
용문고등학교,서울특별시 성북구 고려대로17가길 46,고등학교,02-928-3871,http://www.ymoon.hs.kr/,사립
용문중학교,서울특별시 성북구 고려대로17가길 46,중학교,02-926-4238,http://yongmoon.sen.ms.kr,사립
용산고등학교,서울특별시 용산구 두텁바위로 60,고등학교,02-3706-6700,http://yongsan.sen.hs.kr,공립
용산중학교,서울특별시 용산구 두텁바위로 74,중학교,070-4000-3800,http://www.ys.ms.kr,공립
용산철도고등학교,서울특별시 용산구 서빙고로 24,고등학교,02-6905-7777,https://yongsan-th.sen.hs.kr,공립
용화여자고등학교,서울특별시 노원구 동일로 1461,고등학교,02-950-3500,http://www.yonghwa.hs.kr/,사립
우신고등학교,서울특별시 구로구 부일로 917,고등학교,02-2610-1599,http://wooshin.sen.hs.kr,사립
우신중학교,서울특별시 구로구 부일로 917,중학교,02-2610-1610,http://wooshin.sen.ms.kr,사립
우촌초등학교,서울특별시 성북구 성북로4길 52-1,초등학교,02-929-1671,http://www.uchon.es.kr,사립
운현초등학교,서울특별시 종로구 삼일대로 460,초등학교,02-765-0895,http://unhyun.sen.es.kr,사립
원묵고등학교,서울특별시 중랑구 숙선옹주로 82,고등학교,02-3422-3573,http://wonmook.hs.kr,공립
원묵중학교,서울특별시 중랑구 신내로23길 57,중학교,02-2094-9800,http://wonmook.ms.kr,공립
원촌중학교,서울특별시 서초구 사평대로45길 10,중학교,02-3482-6053,http://wonchon.sen.ms.kr,공립
월계고등학교,서울특별시 노원구 초안산로5길 66,고등학교,02-908-0062,http://wg.hs.kr,공립
월계중학교,서울특별시 노원구 월계로45가길 54,중학교,02-993-3115,http://www.iwolgye.ms.kr,공립
월곡중학교,서울특별시 성북구 장월로 6,중학교,02-6496-6600,http://www.wolgok.ms.kr,공립
월촌중학교,서울특별시 양천구 목동서로 31,중학교,02-2648-8570,http://wolchonnet.sen.ms.kr,공립
위례솔중학교,서울특별시 송파구 위례북로2길 10 ,중학교,02-402-0122,wiryesol.sen.ms.kr,공립
유석초등학교,서울특별시 강서구 화곡로69길 9,초등학교,02-3661-6718,http://yooseok.sen.es.kr,사립
유한공업고등학교,서울특별시 구로구 경인로 8,고등학교,02-2610-0993,http://yuhan.sen.hs.kr,사립
윤중중학교,서울특별시 영등포구 여의동로3길 3,중학교,02-783-4478,http://yunjung.sen.ms.kr,공립
은광여자고등학교,서울특별시 강남구 남부순환로359길 36,고등학교,02-3462-2005,http://www.eunkwang.hs.kr,사립
은석초등학교,서울특별시 동대문구 장안벚꽃로 205,초등학교,02-6937-8180,http://eunseok.sen.es.kr/index.do,사립
은성중학교,서울특별시 강남구 남부순환로359길 36,중학교,02-3462-2003,http://eunseong.sen.ms.kr,사립
은평고등학교,서울특별시 은평구 갈현로15길 47,고등학교,02-383-0872,http://ep.sen.hs.kr,공립
은평대영학교,서울특별시 은평구 갈현로11길 30,특수학교,02-357-1702,http://www.sep.sc.kr,사립
은평메디텍고등학교,서울특별시 은평구 진관2로 57-57,고등학교,070-4020-6800,http://www.eunpyeong.hs.kr,사립
은평문화예술정보학교,서울특별시 은평구 가좌로 208,각종학교(고),02-3152-5700,http://ep.sc.kr,공립
은평중학교,서울특별시 은평구 갈현로17나길 12-1,중학교,02-382-3545,http://www.eunpyeong.ms.kr,공립
을지중학교,서울특별시 노원구 덕릉로 580,중학교,02-938-7083,www.eulji.ms.kr,공립
이수중학교,서울특별시 서초구 방배중앙로3길 32,중학교,02-521-4651,http://www.isu.ms.kr,공립
이화여자고등학교,서울특별시 중구 정동길,고등학교,02-752-3353,http://www.ewha.hs.kr,사립
이화여자대학교병설미디어고등학교,서울특별시 중랑구 망우로73길 56,고등학교,02-2209-0146,https://ewhamedia.sen.hs.kr,사립
이화여자대학교사범대학부속이화・금란중학교,서울특별시 서대문구 성산로 520,중학교,02-392-6175,ewha.sen.ms.kr,사립
이화여자대학교사범대학부속이화금란고등학교,서울특별시 서대문구 성산로 560,고등학교,02-361-6200,http://edaebugo.sen.hs.kr,사립
이화여자대학교사범대학부속초등학교,서울특별시 서대문구 성산로 512-39,초등학교,02-363-5555,http://ewha.sen.es.kr,사립
이화여자외국어고등학교,서울특별시 중구 통일로4길 30,고등학교,02-2176-1992,http://www.ewha-gfh.hs.kr,사립
인덕과학기술고등학교,서울특별시 노원구 초안산로 12,고등학교,02-902-2060,http://induk.sen.hs.kr,사립
인수중학교,서울특별시 강북구 인수봉로75길 10,중학교,02-900-7801,http://www.insu.ms.kr,공립
인왕중학교,서울특별시 서대문구 세검정로4길,중학교,02-396-5406,http://www.inwang.ms.kr,공립
인창고등학교,서울특별시 서대문구 경기대로 65,고등학교,02-360-3700,http://www.inchang.ne.kr,사립
인창중학교,서울특별시 서대문구 경기대로 65,중학교,02-300-4567,http://ic.ms.kr/,사립
인헌고등학교,서울특별시 관악구 인헌9길 74,고등학교,02-886-6253,inhun.sen.hs.kr,공립
인헌중학교,서울특별시 관악구 인헌9길 35,중학교,02-877-6760,http://inhun.ms.kr,공립
일신여자상업고등학교,서울특별시 송파구 송파대로38길 8,고등학교,02-2140-8223,http://ilshin.sen.hs.kr,사립
